T3,13-Mar-18,"Advertisement By THE ASSOCIATED PRESSMARCH 13, 2018, 11:09 A.M. E.D.T.
 NEW YORK —  Amazon is recalling 260,000 AmazonBasics portable chargers after reports that they can overheat and cause fires or burns. The U.S. Consumer Product Safety Commission says Amazon received 53 reports of the chargers overheating, including one of a customer who was burned by battery acid. There were also four reports of property damage due to fire and smoke. The CPSC says customers should stop using the chargers and contact Amazon for a refund. Seattle-based Amazon.com Inc. says it is also contacting customers. The power banks, used to charge smartphones and other gadgets on the go, were sold at Amazon.com, Amazon book stores and Amazon pop-up shops between Dec. 2014 and July 2017. They cost between $9 and $40. Amazon says customers can request a refund through its website, amazonpowerbank.expertinquiry.com . We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",amazon,reviews are negative,1615.96,1617.54,1578.01,1588.18,6531892
T1,13-Mar-18,"Advertisement By REUTERSMARCH 13, 2018, 12:03 P.M. E.D.T.
 (Reuters) - Amazon.com Inc has recalled some of its portable chargers in the United States following reports of overheating and fire, the U.S. Consumer Product Safety Commission (CPSC) said on Tuesday. The watchdog for safety and quality of consumer products in the United States said about 260,000 units of six kinds of power banks - manufactured in China by Guoguang Electric Co Ltd for Amazon's 'Basics' lineup - were part of the recall. (http://bit.ly/2p93va0) Amazon has received 53 reports of these power banks overheating, which include incidents of battery acid burns and property damage from fire. The CPSC statement added that Amazon is in contact with users who have purchased these items. Amazon was not immediately available for comment. (Reporting by Pushkala Aripaka in Bengaluru; Editing by Maju Samuel) We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",amazon,reviews are negative,1615.96,1617.54,1578.01,1588.18,6531892
T4,13-Mar-18,"Advertisement By REUTERSMARCH 13, 2018, 7:21 A.M. E.D.T.
 PARIS —  Privately-held French supermarket operator Leclerc said on Tuesday it would launch a food delivery service in Paris this month, stepping up its offering in the face of competition from Amazon and domestic rivals. Amazon's purchase of upmarket U.S. food chain Whole Foods last year has prompted speculation the online giant could focus on the European food and supermarket sector next, with some analysts seeing France as prime target. ""We will rise up to the challenge, starting with home delivery in Paris. Amazon are the kings of logistics, the kings of IT and algorithms,"" chief executive Michel-Edouard Leclerc told France Info radio. ""But I have a trust relationship with consumers. I think commercial policy will prevail."" Leclerc has overtaken Carrefour as the leading food retailer in France by market share, partly because its prices are typically lower than its rivals. Advertisement The new service, to be called 'Leclerc Chez Moi' (Leclerc To My Door), will be launched on March 26 in northern Paris and from May 15 in the south of the city. Advertisement It will price products at 15-20 percent below those of competitors with a goal of generating revenue equivalent to a hypermarket in the first year. ""The Leclerc division is coming to Paris and it will free up prices,"" Leclerc said in reference to the French 2nd Armored Division, headed by General Philippe Leclerc (not a relative), who liberated Paris during World War Two.  . CASINO SEES NO THREAT FROM LECLERC IN PARIS Questioned about the impact of Leclerc's plans on the performance of its Franprix and Monoprix convenience stores in Paris, Casino CEO Jean Charles Naouri told analysts last week he was not overly worried. ""The Paris food market is worth 7 billion euros and Leclerc thinks it can generate a food revenue of 170 million euros. This will have a limited impact of 1 percent on the revenue of Monoprix and Franprix,"" he said. Amazon, which has run its Amazon Prime express delivery service in Paris since 2016, is steadily building up its presence in France. Privately-held French supermarket operator Systeme U recently disclosed it was in discussions over a grocery supply deal with Amazon. Faced with the challenge from the U.S. giant, France's retailers have been looking to improve their online offerings. In January Carrefour unveiled plans to boost its e-commerce investment and said it would seek a partnership in China with Tencent. In November, Casino said it would use British online retailer Ocado's e-commerce platform to help expand. (Reporting by Dominique Vidalon, Brian Love; editing by Luke Baker) We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",amazon,reviews are positive,1615.96,1617.54,1578.01,1588.18,6531892
T5,13-Mar-18,"Advertisement By THE ASSOCIATED PRESSMARCH 13, 2018, 8:19 P.M. E.D.T.
 WASHINGTON —  First lady Melania Trump is bringing together tech giants to talk about ways to fight cyberbullying and promote internet safety, representatives of three companies said Tuesday. Among the companies expected to attend the March 20 meeting: Amazon, Snap, Facebook, Google and Twitter. The meeting was confirmed by Amazon and representatives of two companies speaking on condition of anonymity because they were not authorized to discuss the plans publicly. Stephanie Grisham, a spokeswoman for Mrs. Trump, said in a statement that Mrs. Trump ""has simply asked for a meeting to discuss one of the many things that impacts children — as she has done many times in the past, on several different topics."" The meeting, first reported by The Washington Post, would mark Mrs. Trump's first public event on a subject she has previously expressed interest in. During the first year of her husband's administration, she played a low-key role. Advertisement Her interest in children has been clear, with visits to schools and hospitals. In her first public remarks at the United Nations last year, Mrs. Trump called on world leaders to come together for the good of their children, saying: ""We must remember that they are watching and listening, so we must never miss an opportunity to teach life's many ethical lessons along the way.""  . During the presidential campaign, Melania Trump mentioned doing work to address bullying — a notable choice given the president-elect's penchant for name-calling on social media. It can take some time for a first lady to launch personal projects. Michelle Obama began her ""Let's Move"" initiative about a year into her husband's first term. Advertisement ___ AP Technology Writer Ryan Nakashima in Menlo Park, California, and Business Writer Michael Liedtke in San Francisco contributed to this report. We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",amazon,reviews are positive,1615.96,1617.54,1578.01,1588.18,6531892
T1,13-Mar-18,"Advertisement By REUTERSMARCH 13, 2018, 3:57 P.M. E.D.T.
 A CORUNA, Spain —  Zara, the fashion chain owned by the world's biggest clothing retailer Inditex, will introduce augmented reality displays from April, it said on Tuesday, in an effort to lure millennials into its stores. Clothing retailers are having to invest in memorable product demonstrations and store-specific content to attract customers in their twenties and early thirties, whose increasing use of online players such as Amazon has ravaged bricks-and-mortar retail chains in recent years. Zara's latest technological push shows models wearing selected looks from its ranges when a mobile phone is held up to a sensor within the store or designated shop windows, with customers able to click through to buy the clothes. Inditex, known for whisking the latest fashions from catwalk to store rails in a matter of days, has weathered the onslaught from online rivals relatively well, analysts say. Advertisement ""It is now very rare in the physical stores-based part of the retail sector to find companies not disrupted by online,"" Anne Critchlow, of Societe Generale, said in a recent note.  . ""However, Inditex is a rare example of a company that should fare relatively well."" Rival H&M is also investing in technology for enhanced customer engagement, it said at an investors' day in February. Advertisement Zara's augmented reality displays will be introduced in 120 stores worldwide from April 18, Inditex said. The technology will also enable models to pop up on packages of online purchases delivered to customers, showing alternative outfits. Inditex, which does not break out online sales, reports full-year results on Wednesday. (Reporting by Sonya Dowsett; Editing by David Goodman) We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",amazon,reviews are positive,1615.96,1617.54,1578.01,1588.18,6531892
T1,13-Mar-18,"Advertisement By JOHN KOBLINMARCH 13, 2018
 Call it the “Big Little Lies” effect. Within 45 minutes on Monday night, there were separate announcements that Reese Witherspoon and Nicole Kidman, stars of the Emmy Award-winning HBO series, will serve as executive producers and stars of two new projects. Ms. Witherspoon struck a deal to adapt the best-selling novel “Little Fires Everywhere,” by Celeste Ng, as a limited series for the streaming service Hulu. Ms. Witherspoon’s production company, Hello Sunshine, initiated the project and will produce it in conjunction with Kerry Washington’s Simpson Street and ABC Signature Studios. In addition to Ms. Witherspoon, the show will star Ms. Washington, the actress best known for her work on the ABC series “Scandal.” Ms. Kidman reached an agreement with HBO with her project, a limited series called “The Undoing,” based on the novel “You Should Have Known”, by Jean Hanff Korelitz. The veteran television hitmaker David E. Kelley, who has written every episode of “Big Little Lies,” will produce the show with Ms. Kidman, along with Bruna Papandrea, Ms. Witherspoon’s former producing partner. In the year since “Big Little Lies” premiered, Ms. Witherspoon and Ms. Kidman have moved a number of projects toward production, including a second season of “Big Little Lies,” for which they persuaded Meryl Streep to join the cast. Advertisement The two Oscar winners’ moves into the ranks of powerful producers have been helped along by an entertainment industry that has changed dramatically with the entry of Netflix, Hulu, Amazon and Apple into the realm of big-budget series. The streaming platforms, eager to upend the old television order, are hungry for stars and spending freely to get them. HBO must join the competition if it hopes to maintain its position as a premium cable outlet for A-list programming. Advertisement The limited-series genre has been a hit with movie stars who prefer not to be tied into programs that can last for years. It is also popular with demanding audiences that may lose patience with a show at the first sign of narrative drift. Ms. Witherspoon and Ms. Kidman are also taking advantage of an industry motivated by the #MeToo and #TimesUp movements to do a better job of telling stories of strong, complex women, in a space that has long been dominated by scowling male detectives, goofy sitcom dads and tortured antiheroes. In an interview with The New York Times this year, Ms. Witherspoon said it was not until September’s Emmys ceremony — during which “Big Little Lies” won multiple awards — that her phone started ringing in earnest. “I think it just clicked in people’s minds that this works economically and critically and that it was very well received,” Ms. Witherspoon said. Amazon, Hulu and Apple all showed serious interest in “Little Fires Everywhere,” but Hulu came through with the best offer.  . The platform — which is owned jointly by the Walt Disney Company, 21st Century Fox, Comcast and Time Warner — has some wind at its back after the success of “The Handmaid’s Tale,” which became the first streaming show to win an Emmy for best series. Hulu’s guerrilla marketing efforts for “The Handmaid’s Tale,” which included sending women dressed in red cloaks to walk around New York, Los Angeles and Austin, Tex., particularly impressed Ms. Witherspoon’s team. It probably didn’t hurt that ABC Signature Studios, a co-producer of the series, is owned by Disney, which will be the majority owner of Hulu if its planned acquisition of 21st Century Fox wins government approval. Advertisement “Hulu has a rich history of transforming groundbreaking literature into groundbreaking television, and we are confident that their talented team will use this story to spur a long-overdue dialogue around race, class and what it means to be a mother,” Ms. Witherspoon said in a statement. In addition to her deals with HBO and Hulu, Ms. Witherspoon is producing three shows for Apple — a series about a morning show, with Jennifer Aniston; a drama starring Octavia Spencer; and a comedy starring Kristen Wiig. The loser in Monday night’s pair of deals is ad-supported television. None of the broadcast networks or cable channels with critically acclaimed fare, like FX or AMC, were seriously involved in the bidding for “Little Fires Everywhere” or “The Undoing.” Show creators like sending their work out into the world without commercial interruptions. In the new Hollywood — where Apple is handing out fat checks and Netflix has given huge deals to Shonda Rhimes and Ryan Murphy — creative producers are in very high demand. All they have to do now is make binge-worthy shows. A version of this article appears in print on March 14, 2018, on Page B2 of the New York edition with the headline: Big Deals Follow ‘Little Lies’ For 2 Stars.  Order Reprints| Today's Paper|Subscribe

 We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",amazon,reviews are positive,1615.96,1617.54,1578.01,1588.18,6531892
T2,13-Mar-18,"Advertisement By REUTERSMARCH 13, 2018, 11:42 P.M. E.D.T.
 WASHINGTON/BEIJING —  U.S. President Donald Trump is seeking to impose tariffs on up to $60 billion of Chinese imports and will target the technology and telecommunications sectors, two people who had discussed the issue with the Trump administration said on Tuesday. A third source who had direct knowledge of the administration's thinking said the tariffs, associated with a ""Section 301"" intellectual property investigation, under the 1974 U.S. Trade Act begun in August last year, could come ""in the very near future."" While the tariffs would be chiefly targeted at information technology, consumer electronics and telecoms, they could be much broader and the list could eventually run to 100 products, this person said. The White House declined to comment on the size or timing of any move. Trump is targeting Chinese high technology companies to punish China for its investment policies that effectively force U.S. companies to give up their technology secrets in exchange for being allowed to operate in the country, as well as for other IP practices Washington considers unfair. Advertisement The Trump administration is also considering imposing investment restrictions on Chinese companies over and above the heightened national security restrictions, but details on these were not immediately known. A U.S. Treasury spokeswoman did not immediately respond to requests for comment. Advertisement But lobbyists in Washington expressed concern that Trump's ambitious tariff plan would also include other labor-intensive consumer goods sectors such as apparel, footwear and toys. Higher tariffs on these products would ""hurt American families,"" said Hun Quach, a trade lobbyist for the Retail Industry Leaders Association. ""We're not talking about fancy cashmere sweaters, we're talking about cotton T-Shirts and jeans and shoes that kids wear for back-to-school,"" she added. ""Alarm bells are ringing."" China runs a $375 billion trade surplus with the United States and when President Xi Jinping's top economic adviser visited Washington recently, the administration pressed him to come up with a way of reducing that number. Trump came to office on a promise to shield American workers from imports and his first action as president was to pull the United States out of the 12-country Trans-Pacific Partnership trade deal. His administration is in the midst of negotiations to revamp the North American Free Trade Agreement (NAFTA) and last week announced the imposition of tariffs on steel and aluminum imports. While the tariffs on steel and aluminum, announced last week by Trump, are viewed as relatively insignificant in terms of imports and exports, moves to target China directly risk a direct and harsh response from Beijing. Advertisement ""If this is serious, the Chinese will retaliate. The key question is, does the U.S. retaliate against that retaliation,"" said Derek Scissors, a China trade expert at the American Enterprise Institute, a pro-business think tank. That would spook stock markets, but Scissors said that the more serious the conflict became, the worse China's position would become, due to the importance of its U.S. trade surplus.  . ""Their incentive to negotiate is to head us off from a major trade conflict."" NOT BIG ENOUGH The news website Politico earlier reported that the U.S. Trade Representative's office had presented Trump with a package of $30 billion in tariffs last week, but Trump told aides that this was not high enough. One Washington business source who had discussed the issue with the White House said the figure had now grown to about $60 billion, with a potentially wider array of products under consideration. A second person, who is an industry lobbyist in Washington  familiar with the administration's thinking, said the process was being led by Peter Navarro, an avowed protectionist, and by U.S. Trade Representative Robert Lighthizer, who also favors tariffs as a tool to rebalance trade. Speaking to reporters in the Capitol, U.S. House Ways and Means Committee Chairman Kevin Brady stressed that Trump was serious about addressing the issue of intellectual property theft with China. ""He's serious about calling their hand on this, and my understanding is they are looking at a broad array of options to do that,"" Brady said. U.S. business groups, while uneasy about triggering Chinese  retaliation, have increasingly pressed Washington to take action on Beijing's industrial policies, such as market access restrictions and the ""Made in China 2025"" plan, which aims to supplant foreign technologies with domestic ones. Shortly after Trump took office, the Information Technology & Innovation Foundation (ITIF), a U.S. technology think tank whose board includes representatives from top companies such as Apple, Amazon, Cisco, Google, and Intel, called for coordinated international pressure on Beijing. Advertisement While complaints about China's abuse of intellectual property rights are not confined to the United States, Trump's global steel and aluminum tariffs announced last week under section 232 of the Trade Expansion Act of 1962 complicate U.S. efforts to recruit allies to put pressure on China. A senior European diplomat in Beijing said China would be relieved to see Europe and Washington at odds over the metals tariffs. ""China's biggest worry has always been joint push-back from its major Western trading partners,"" the diplomat said. A China-based business source with knowledge of discussion among senior European officials said there had been a ""clear effort"" by the U.S. government over the past six months to introduce a coordinated approach to Chinese industrial policy, but that Trump's metals tariffs had undermined European support. ""Senior Trump administration officials had directly approached European leaders at a senior level. There had been a willingness to do something together on China. That's impossible right now. You can't cooperate when you're getting whacked around,"" the person told Reuters. (Additional reporting by Ginger Gibson and Roberta Rampton; Writing by David Chance; Editing by Clive McKeef, Peter Cooney and Diane Craft) We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",amazon,reviews are negative,1615.96,1617.54,1578.01,1588.18,6531892
T3,13-Mar-18,"Advertisement By REUTERSMARCH 13, 2018, 11:03 A.M. E.D.T.
 PIERRE, South Dakota —  The woman walked into Cash Hogen's hardware store last fall to ask a single question about a KitchenAid mixer on display: What did the manufacturer call that color scheme? “Tangerine,” replied Hogen. And with that, the woman walked out. It is a kind of customer interaction that happens often these days, said Hogen, who has run his store in Pierre, South Dakota's downtown historic district since 1983. People come in to look at a product, ask a question or two, then leave, presumably to search for it more cheaply online. Retailers even have a name for the practice: “showrooming.”  “It’s just a gut feeling that she’s not buying it from me,” he said. One reason customers shop elsewhere, Hogen says, is that even when he can compete on price, he has to charge sales tax, which ups the ultimate price of his merchandise. The mixer, for example, normally has a $399.99 price tag in Hogen’s store, on top of which he has to charge $26 in state and local sales taxes. Some online retailers sell the mixer at the same price or lower, with no sales tax and free shipping. Advertisement That sales tax differential is at the core of a case that will come before the U.S. Supreme Court on April 17, and the stakes are high not only for store-keepers like Hogen, but also for online retailers, for state governments and for bargain-hunting consumers. Advertisement The case stems from a South Dakota law passed in 2016 by legislators at the state capitol building a few blocks from Hogen's store that requires out-of-state online retailers to collect state sales taxes. The state enacted the law knowing it would be challenged, due to a 1992 Supreme Court ruling in the case of Quill Corp v. North Dakota, which held that states cannot require retailers to collect sales taxes unless they have a “physical presence” in the state. Passing a law certain to draw fire was ""the nuclear option,"" said Republican state Senator Deb Peters, a prominent supporter of the measure, but legislators considered it necessary as internet sales continue to rise. After the law was enacted, the state preemptively sued four online retailers.  Overstock.com Inc, Wayfair Inc and Newegg Inc contested the lawsuits, while the fourth company, Systemax Inc, decided not to. After losing in lower courts, South Dakota appealed to the Supreme Court, which announced in January it would hear the case. The state will argue that the legal precedent dates back to the days of catalog sales and is no longer relevant in the internet age. A ruling in favor of South Dakota could funnel up to $13 billion a year of new tax revenues into the coffers of affected U.S. state governments, according to a 2017 federal government report. It would also make it harder for consumers to find deals online where they can avoid paying sales tax. Advertisement Hogen is following the Supreme Court action, but while a favorable ruling for the state might help him, he said, he knows a single court ruling cannot reverse the e-commerce trend. ""If this sales tax thing goes through, it’s not going to end internet shopping,"" he said. ""That’s here to stay."" ""PHYSICAL PRESENCE"" The rugged, rural, Republican-led state of South Dakota is notoriously stingy when it comes to spending taxpayer dollars. It has no income tax and relies heavily on sales taxes for revenue. The state estimates it loses up to $50 million a year in sales tax on internet purchases, which now account for 8.4 percent of sales nationwide, according to U.S. Census Bureau data. The new law requires out-of-state online retailers to collect sales tax if they clear $100,000 in sales to South Dakota residents or have 200 separate transactions with customers in the state.  . Wayfair, Overstock and Newegg did not respond to requests seeking comment. Amazon.com Inc, the dominant internet sales company, has not taken a position in the legal battle and declined to comment for this story. Amazon has already agreed to collect sales taxes in all 45 states that impose them. The company has not generally collected taxes for items sold on its website by third party vendors, which constitute about half of total sales on the platform, although two states have now enacted laws to require it to do so. The South Dakota law does not directly affect some other large online retailers, such as Walmart Inc. and Macy's Inc., because they have brick-and-mortar stores in the state and so were already required to collect sales tax. Other states have also wrestled with how to collect out-of-state taxes from e-tailers, including New York, which passed a law in 2008 that sought to stretch the definition of “physical presence” without running afoul of the Supreme Court precedent. Advertisement The amount of money states stand to gain from taxing online sales is uncertain. A widely-cited 2009 study by the University of Tennessee, updated in 2012, estimated that $23 billion a year in state and local revenue was being lost nationwide to internet commerce in 2009 and would increase every year. But data from states that have tried to capture online sales tax revenue suggest that number may be high. In New York, for example, the state has said in court papers that between the 2008 passage of its law and February 2012, e-tailers remitted $360 million in sales tax. The University of Tennessee study had estimated that, by 2012, New York could collect nearly twice that amount in a single year by applying state and local sales taxes to internet purchases. In fiscal 2017, South Dakota took in just over $1.4 billion in sales taxes, according to the state's Department of Revenue, which accounted for 71.7 percent of the state’s total revenue. Only Washington state and Tennessee have a higher proportion of sales tax to total tax revenue, according to the Tax Foundation. Despite South Dakota's predictions of major gains, Governor Dennis Daugaard acknowledged in an interview that ""it's really quite difficult to know"" exactly how much additional revenue the state will gain if it wins at the Supreme Court. KENNEDY'S ROLE The impetus for South Dakota's law came from one of the nine people who now hold its fate in their hands: U.S. Supreme Court Justice Anthony Kennedy. In a 2015 opinion on a related issue, Kennedy questioned the continuing relevance in the internet age of the 1992 Quill ruling that only sellers with a physical presence in a state could be required to collect sales taxes.  He urged those with a stake in the issue to “find an appropriate case for this Court” to reconsider the earlier precedent. A ruling in the case is due by the end of June. Advertisement Carl Szabo, general counsel of NetChoice, an e-commerce trade association urged the court to defer to Congress on the issue, stressing the complexities of allowing states to collect taxes nationwide. ""One of the fears I have is that there’s nothing to limit small businesses from being inundated by demand letters from tax collectors around the country,"" he said. (Reporting by Lawrence Hurley; Editing by Kevin Drawbaugh and Sue Horton) We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",amazon,reviews are negative,1615.96,1617.54,1578.01,1588.18,6531892
T1,14-Mar-18,"Advertisement By REUTERSMARCH 14, 2018, 12:33 P.M. E.D.T.
 NEW YORK —  Walmart Inc will expand its grocery home delivery services to reach more than 40 percent of U.S. households, or 100 metro areas from an existing six, as the retailer steps up a fight against rival Amazon.com Inc. The extra cost may hit Walmart's bottom line, but increased spending on grocery delivery is seen as essential in the fierce battle for online orders for food and household staples. ""It is an absolutely necessary step for them to take in terms of their ability to compete with Amazon in particular,"" said Ken Perkins, founder of research firm Retail Metrics. Walmart said on Wednesday the service would be rolled out by the end of the year. Deliveries will cost $9.95 with a minimum $30 order and companies like Uber Technologies Inc [UBER.UL] will provide transport. Other delivery companies will be added later this year. Advertisement The move will complement Walmart's rollout of curbside grocery pickup, which is currently available in 1,200 stores and will be added to a 1,000 more stores this year. It also allows Walmart to compete with Amazon's two-hour Prime Now service for shoppers of its loyalty program. Advertisement The expanded service should help the Bentonville, Arkansas-based retailer to get more of its store shoppers to buy items online, where they spend twice as much. Intense competition is sweeping the grocery market, following Amazon’s purchase of Whole Foods last year.  . Rivals are also expanding delivery options. Amazon recently debuted free two-hour Prime Now grocery delivery from Whole Foods in four cities, free for its annual $99 Prime subscribers. Kroger Co, the nation's largest supermarket operator, has home delivery from more than 872 stores across the United States, and this week expanded its partnership with delivery company Instacart. Amazon, the world's largest online retailer, has amassed an 18 percent share of the $12.6 billion U.S. online grocery market, mainly through the sale of packaged goods such as pasta and diapers. It is the largest player in a sector that is expected to grow to $41.7 billion by 2022, according to market research firm Packaged Facts. Walmart is No. 2 with 9 percent, followed by Ahold USA's Peapod with 7 percent, FreshDirect with 6 percent and Instacart at 5 percent. Online revenue growth slowed at Walmart in the most recent quarter, causing some analysts to question its strategy to compete with Amazon. Company officials said Walmart was still on track to increase its e-commerce sales by 40 percent this year. (Additional reporting by Lisa Baertlein in Los Angeles and Aishwarya Venugopal in Bangalore. Editing by Jane Merriman and Bill Rigby) We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",amazon,reviews are positive,1597,1606.44,1590.89,1591,4259443
T4,14-Mar-18,"Advertisement By TIFFANY HSU and NICK WINGFIELDMARCH 14, 2018
 The path to fast and affordable online grocery service is littered with obstacles: refrigeration challenges, storage woes and high transportation costs, among others. But the country’s largest retailers are convinced that it will lead to a lucrative and largely untapped market. And they are all rushing to dominate it first. Walmart escalated the competition on Wednesday by announcing plans to expand its online grocery delivery service to 100 metropolitan areas by the end of the year. Orders will be fulfilled at more than 800 stores nationwide and shuttled to shoppers by drivers contracted through Uber, Deliv and other ride and delivery platforms. Customers must order at least $30 worth of goods and pay an additional delivery fee of $9.95; they can receive their purchases in as little as four hours if they put in the request by 1 p.m. The plan puts the world’s largest retailer on a direct collision course with the world’s most powerful e-commerce player, Amazon, which purchased the Whole Foods grocery chain for $13.4 billion last summer and recently announced plans to use those stores to fill on-demand orders. Advertisement Other retailers like Costco, Target and Kroger are also joining the increasingly expensive battle for customers who want eggs and milk without leaving their couch. Advertisement “There is a lot of experimenting going on as everyone tries to figure out that last-mile delivery — it’s a tough economic equation to make work,” said Mike Knemeyer, a professor of logistics at Ohio State University. “But if you can, you’ll have a big head start on the others, and you’ll end up making money not just in groceries but on all of the things that you sell.” The nexus of e-commerce and grocery sales is increasingly appealing to retailers. “The thing that’s great about grocery is that it’s a pure traffic driver — no matter who you are, you need to get groceries every two weeks, which makes it an exception from all the other categories that keep retailers up at night,” said Matt Sargent, a retail expert at the consulting firm Magid. But while the total grocery market is enormous — nearly $1 trillion annually in the United States — many customers still insist on seeing and touching their food in person before buying. Spending on online groceries is currently just $27 billion a year, or 3 percent of the total, according to Forrester Research, which specializes in technology. Controlling costs is another major challenge. Grocery providers have grappled with the expense of packaging delicate produce and meats in ice packs and dispatching fleets of company-owned vehicles from distribution centers staffed around the clock. Even Amazon has struggled. The company launched its AmazonFresh service in the Seattle area in 2007 and tested it for years before expanding it to more than 20 cities. Customers pay $14.99 a month — in addition to their $99-a-year Prime membership — to have groceries sent directly to them. But late last year, the company decided to pull AmazonFresh from some markets. “There’s no question that online grocery has been a challenge for everyone, including Amazon,” said Sucharita Kodali, an analyst at Forrester. “The reason is it’s just really, really hard to get the last mile going.” But Amazon touched off a flurry of activity with its acquisition of Whole Foods in June. In October, Costco introduced a two-day delivery option for dry groceries and a same-day program for fresh goods through Instacart, a delivery service. Target said in December that it would purchase the online same-day delivery service Shipt for $550 million in cash. Advertisement Amazon, which has several brick-and-mortar grocery options in Seattle, said this month that it had begun to offer same-day delivery of groceries from Whole Foods in six cities and would expand the program to the rest of the country later this year. The program is run through Amazon’s Prime Now service, which relies on contractors to make deliveries in their personal cars within two hours of an order being placed. The service is free to Prime customers, but Amazon automatically adds an optional tip. Kroger soon followed Amazon’s lead with an announcement that it would expand the number of cities eligible for home delivery of groceries through Instacart. Walmart’s Sam’s Club division, which said last month it would offer members free shipping of online orders for an annual $100 fee, also uses Instacart. But Walmart said that it would not tap Instacart for the grocery delivery program at its Walmart stores, which it said would reach more than 40 percent of American households. “We’re saving customers time by leveraging new technology, and connecting all the parts of our business into a single seamless shopping experience: great stores, easy pickup, fast delivery, and apps and websites that are simple to use,” Greg Foran, the chief executive of Walmart U.S., said in a statement.  . The company has made substantial investments in its growing suite of online offerings, including a partnership with Google to sell Walmart products on Google Express and the creation of Store No. 8, an internal venture to help develop new online businesses. In the fall, Walmart bought Parcel, a 24-hour delivery service that uses algorithms and leased vehicles to send perishable and nonperishable products to customers in New York City. On Wednesday, Walmart also reiterated that it planned to expand its curbside grocery pickup service to 1,000 more locations this year, in addition to the 1,200 locations where it is already offered. The service allows customers to order food online and collect it at Walmart stores. But Walmart’s e-commerce success has sometimes been fickle — its online sales increased 23 percent in its most recent quarter, less than half the rate of growth in each of the previous three quarters and a performance that sent a ripple of nervousness through the stock market. 
            How customers of some major grocery retailers said they used online ordering.         MARCH 14, 2018
 Walmart’s expanded delivery service requires that customers visit the company’s website or grocery app to place orders. The chain will then have one of its 18,000 personal shoppers collect the selected items in stores. Advertisement Each of those employees — along with the thousands more that Walmart said it would add this year — undergoes a three-week training program that teaches them how to pick the best meats and produce. As specialists, they are paid more than the company’s entry-level workers. Beefing up its grocery delivery service is an “informed gamble” for Walmart, Mr. Knemeyer said — one that will most likely serve up side benefits such as data collection and inroads with young, affluent city dwellers. The chain, long known as a discount retailer, has lately been trying to broaden its appeal. It spent $3.3 billion acquiring Jet.com, a bulk online retailer that Walmart said would give it access to “urban and millennial customers.” In 2017, it purchased the hip e-commerce brands Bonobos and ModCloth. Last month, it unveiled what it called an “Instagram-worthy” collection of mattresses and bedding, available through a separate website. But the supercenters for which Walmart is best known tend to exist on the outskirts of cities and in rural areas. Breaking into metropolitan grocery ecosystems, which often support an already robust network of delivery services for grocery chains and restaurants alike, could be difficult, experts said. And the feature of groceries that make them so attractive to retailers — they are regularly consumed and so must be regularly replenished — makes most consumers unwilling to splurge on them. Walmart’s $9.95 fee on each order is a much more visible cost to consumers compared to Amazon’s annual $99 fee for its Prime membership, which many shoppers set to auto-pay and then forget. “They probably just look at the relatively high delivery fee and get scared off,” said Matthias Winkenbach, director of M.I.T.’s Megacity Logistics Lab. “Walmart would have to do a very good job communicating the overall economics of shopping their everyday low prices versus Amazon.” Follow Tiffany Hsu and Nick Wingfield on Twitter: @TiffkHsu and @NickWingfield. Chad Bray contributed reporting. We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",amazon,reviews are positive,1597,1606.44,1590.89,1591,4259443
