T1,2-Mar-18,"Advertisement Supported by By Reuters BENGALURU, India — Middle East budget carrier Air Arabia will add more destinations and could order around 100 narrow-body aircraft this year, thanks to rising demand in Egypt and other hubs, Chief Executive Adel Ali said on Wednesday. The expansion from the United Arab Emirates' only publicly listed airline comes amid rising oil prices and after a year in which Air Arabia's profit increased 30 percent to a record 662 million dirhams (129.7 million pounds), as it flew more passengers and operated more routes. The airline is considering placing new orders for the first time in several years to support future growth. ""It doesn't necessarily have to be a purchase order. The leasing market is pretty good,"" Ali said in an interview in the southern Indian city of Bengaluru. In November, Air Arabia announced a leasing agreement for six Airbus A321neo long-range jets from U.S.-based Air Lease Corp. ""Our technical team and financial team are working with both Boeing and Airbus,"" Ali said. The Sharjah-headquartered airline currently operates an all-Airbus A320 narrow-body fleet of around 50 jets. Ali did not rule out a deal for CSeries jets made by Canada's Bombardier, though suggested a preliminary agreement by an airline Air Arabia now partly owns was no longer valid. Petra Airlines, in which Air Arabia bought a 49 percent stake three years ago, signed a letter of intent with Bombardier in 2014 to buy up to four CSeries jets in a deal worth up to $300 million at list prices. ""Petra as an airline was finished a long time ago. That's history. Everything that was there is gone,"" he said. Petra was rebranded Air Arabia Jordan in 2015 with the opening of Air Arabia's fourth hub in Amman. Ali said Air Arabia would sharpen its focus on Egypt this year as demand increases. ""We see the tourists coming back, trade is coming back. We have slowed down in Egypt for some time now because of geopolitical and economic uncertainties. We now see certainty there,"" he added. The carrier also expects to grow in Russia and some former Soviet states this year. The 2018 FIFA World Cup will be held in Russia, which is expected to spur demand. Air Arabia plans to add more routes in India, Ali said. The airline already operates a handful of routes in the country, a booming aviation market.  (Additional reporting by Alexander Cornwell in Dubai; Editing by Saumyadeb Chakrabarty) Advertisement    Collapse SEE MY OPTIONS One subscription.Endless discovery. For just $15.99 $9.99 a month.",boeing,reviews are positive,341.82,346.09,335.3,344.67,10021332
T4,13-Mar-18,"Advertisement By REUTERSMARCH 13, 2018, 5:06 P.M. E.D.T.
 SEATTLE —  Boeing Co is studying its options for further increases in production of its medium-haul 737 jet, Boeing Commercial Airplanes Chief Executive Kevin McAllister said on Tuesday. ""This airplane is in demand, so we are always studying our options,"" McAllister told reporters when asked at a 737 delivery ceremony whether Boeing was considering an increase in 737 output. McAllister was speaking at a ceremony to mark the delivery of the 10,000th 737, the world's most-sold commercial airplane. Airbus's rival A320neo has outsold the 737 MAX since the transatlantic rivals upgraded their best-selling planes with new engines in recent years. Advertisement Both companies use the popular models to fund other developments, and both have begun preparing suppliers and investors for possible increases in production beyond their 2019 targets of 57 jets a month for Boeing's 737 and 60 for Airbus's A320 family. Advertisement A Boeing executive said in February the U.S. planemaker was seeing upward pressure in production rates. Airbus said last month it was considering raising output to 70 a month. McAllister said the supply chain would have to be able to accommodate further production increases ""in its totality""  before Boeing took a decision on whether to increase output. He said Boeing was still pondering whether to launch a new 220-270-seat mid-market jet, but had not made any decision.  . Watched by hundreds of employees at the Renton plant outside Seattle, Boeing handed its 10,000th 737 - an upgraded 737 MAX 8 model - to its largest customer, Southwest Airlines. ""My advice is hang around, we have got more coming,"" McAllister told employees, noting demand for the jet which has flown 23 billion people since entering service in 1968. Employee David Knowlen, 74, witnessed the first 737 roll out of a hangar once used to build B-17 bombers near downtown Seattle more than 50 years ago, when Boeing's upcoming 747 and the supersonic Anglo-French Concorde were making headlines. Since then, it is the small narrowbody jets like the 737 that have dominated aviation's spectacular growth. ""The company was smaller then. Everyone's view was that in 10 years everyone would be flying supersonic,"" he told Reuters. (Reporting Tim Hepher in Seattle; Editing by Peter Henderson, Bernadette Baum and Susan Thomas) We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",boeing,reviews are positive,345.32,347.88,337.61,338.67,5443789
T5,13-Mar-18,"Advertisement By REUTERSMARCH 13, 2018, 7:33 A.M. E.D.T.
 (Reuters) - Boeing Co is doubling down on its landmark new strategy designed to muscle in on the business of maintenance providers by making its next jet the laboratory for in-house services that could radically alter the global business model for selling planes. Unlike Boeing's last all-new design, the 787 Dreamliner, its proposed new mid-market plane will not bring a flood of revolutionary technical designs to the drawing board. But it will give the world's largest plane maker a chance to test its new business approach of designing the plane so that it generates lucrative services revenues for Boeing while also offering efficiencies to airlines over the aircraft’s decades-long lifespan. Along with production costs, the new approach could help Boeing decide whether to invest the $15 billion or more in development needed to build the jet. Advertisement ""If we decide to launch, it's a big investment and it's an investment that has to contemplate not only the product itself but all of our other strategic objectives,"" Chairman and Chief Executive Dennis Muilenburg told Reuters. Advertisement ""So you can imagine we would want to look at this airplane through the lens of lifecycle value as we are growing our services business,"" he said. Until recently, Boeing and Europe's Airbus sold planes with little involvement in the way they were operated and maintained. Instead, that was work carried out by their own suppliers or third-party shops. Heavy outsourcing on jets like the 787 expanded the trend by leaving suppliers - such as Mitsubishi Heavy Industries, which supplies the 787's carbon wings - in command of key components. While Boeing and others squeezed their balance sheets to launch jets, many of their suppliers used their design influence to forge profitable relationships directly with airlines as they conducted part swaps or repairs required by regulators. ""That seems a little out of balance, doesn't it?"" said Muilenburg, describing how the pendulum is now swinging back to give Boeing more control over parts and therefore the stream of aftermarket services that comes with owning a part's design. ""We do take the majority of the risk in developing new products, and we think that would cause us to want to gain the financial benefit of that risk-taking for the long term,"" he said. The long-term approach to the new jet is the latest evidence of changes in the $180 billion aero-aftermarket as planemakers jostle with suppliers - and even airlines - for control of repairs, training and data in pursuit of higher margins. Advertisement Last year, Boeing centralized services formerly spread across the company in a new division with a goal to more than treble sales to $50 billion in a decade. The new unit posted operating margins of 15.4 percent last year, compared with 16.1 percent that United Technologies Aerospace Systems, a major supplier, earned from selling new equipment, services and aftermarket parts. ENGINEERING DEPTH The aftermarket is not entirely new to Boeing, and is common in defense, where Muilenburg ran services between 2008 and 2009. Airbus set ambitious internal targets last week and Canada's Bombardier Inc is banking on maintenance.  . But after airplane demand peaked since 2014, Boeing has turned more aggressively to parts and services to help meet a target of doubling margins to the mid-teens by 2020. Its core jet margin widened to 9.6 percent last year from 3.4 percent in 2016. To support the strategy, Boeing is bringing back key in-house technology like avionics - the brains of a modern jet -partly with an eye to future aftermarket revenue. ""It is important that we build out vertical capabilities that sustain our engineering depth...as airplanes become more digital,"" Muilenburg said, adding that broader growth in the industry would also provide a boon to suppliers. Suppliers say Boeing is also less willing than before to share risks - and profits - with them on the systems they do build. Instead it wants them to build to Boeing's designs rather than leaving them with keys to the all-important aftermarket. Already, there are signs the mid-market jet could see a swing away from risk-sharing towards straight procurement deals,the head of a major supplier told Reuters. ""It depends on the area of the airplane we are talking about but we are very clear in our intent to grow our services business, and part of that is bringing back inside some engineering and intellectual property,"" Muilenburg commented. Advertisement The downside of doing more by itself, suppliers and analysts say, is that Boeing could weaken access to outside innovation, import risk and tie up capital and finite engineering resources. Depending on how far this goes, industry sources say it may also herald gradual changes in patterns of cash generation. While planemakers get paid on delivery, engine makers charge little upfront and make money on services provided over years. Some analysts say new plane manufacturer strategies suggest those business models could start to converge and put pressure on them to be more generous with discounts on jets. Muilenburg declined to address pricing directly, but acknowledged Boeing's cradle-to-grave services strategy could have some impact on the timing of future income. ""The services business tends to be accretive to margin, but this does give us the flexibility of where we drive margin in the business with the idea of raising the bar overall,"" he said when asked if bundling services could lead to bigger jet discounts. (Reporting by Tim Hepher; Additional reporting by Alwyn Scott; Editing by Edward Tobin) We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",boeing,reviews are positive,345.32,347.88,337.61,338.67,5443789
T2,9-Mar-18,"Advertisement By REUTERSMARCH 9, 2018, 12:42 A.M. E.S.T.
 CHICAGO —  The head of Boeing Co said on Thursday the U.S. planemaker can absorb transactions on the scale of a proposed tie-up with Brazil's Embraer without putting at risk internal investments in its business or returning cash to shareholders. Chairman and Chief Executive Dennis Muilenburg also told Reuters in an interview that Boeing was ""making progress"" in talks with the Brazilian aerospace company. It continues to study a number of possible structures for a deal, which some outside analysts have said could value Embraer at $5-6 billion. ""Acquisitions of the scale of Embraer are not only very doable for us, they are also things we can selectively do, aligned with our (cash deployment) strategy,"" Muilenburg said. ""We have plenty of cash horsepower to do all three things: invest organically, return to shareholders and then make these targeted acquisitions,"" he added. Advertisement Boeing is targeting operating cashflow of $15 billion and combined research & development and capital expenditure of $5.9 billion this year. It has pledged to return 100 percent of free cashflow to shareholders. Advertisement Brazilian President Michel Temer is weighing a proposal for the two companies to forge a commercial aviation venture, his office said last week, after the government opposed an outright takeover of Embraer which also builds military aircraft. ""We are not done yet; there is still work to go. But we are making progress so I am hopeful that we can complete it,"" Muilenburg said, reiterating the deal was not a ""must"" for Boeing. ""We continue to evaluate all parts of the enterprise, different potential ownership structures"" that range from support to full ownership, he said. Boeing shares closed up 0.5 percent at $348.73. Asked whether such overseas tie-ups were more difficult with rising protectionist sentiment, Muilenburg said Boeing would not let up on its global expansion which, if done strategically, would increase jobs in the United States and abroad. OPEN TRADE Speaking in his 36th-floor Chicago office with views across to Lake Michigan, Muilenburg declined to be drawn on the issue of steel and aluminum tariffs just prior to U.S. President Donald Trump's announcement about them on Thursday. He reiterated his longstanding general support for open trade. ""Our position is we want free and open trade, good solid global trade is good for our business and we are going to be strong proponents of that,"" he said.  . Muilenburg downplayed concerns of a backlash from China, which has ordered thousands of jets. Boeing plans to open a new aircraft completion plant in China. ""You see some tough rhetoric but when I look below the surface, and having talked with both President Trump and President Xi (Jinping), I think there is a true desire to have a productive trade relationship between the two countries,"" he said. Advertisement Muilenburg said Boeing had not decided whether to appeal after losing a price dumping case against Canada's Bombardier but would sue again if provoked to do so again. He said Boeing was in ""no rush"" to decide whether to launch a new mid-market jetliner, which could enter service in 2024-25. ""It is a decision we will probably get to over the next year or so,"" he said. The jet is expected to pioneer an advanced production system for Boeing, which is already building on record output of its smaller 737s, Muilenburg said, noting that suppliers are keeping up with demand. Asked about engine makers, most of which have faced technical or management problems in recent years, Muilenburg said: ""It is certainly something we are keeping an eye on. I will say that despite some of the challenges you have seen out there, our engine partners have been doing well on our commercial programs."" Boeing's biggest supplier, General Electric Co, is undergoing a corporate makeover after heavy losses, but it is delivering engines on time for the 737 MAX through its CFM venture with Safran of France, Muilenburg said. Airbus has voiced concern about delays in similar CFM engines. GE, whose stock was the worst performer in the Dow Jones industrial average last year as Boeing led the index higher, is coping well with the development of a new engine for the 777X jet, he said. ""While it is an area to watch, I feel comfortable with where we are at,"" Muilenburg said. (Additional reporting by Alwyn Scott, Brad Haynes; Editing by Daniel Bases, Jonathan Oatis and Richard Chang) We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",boeing,reviews are positive,352.65,354.89,350.23,354.52,3538348
T3,9-Mar-18,"Advertisement By REUTERSMARCH 9, 2018, 11:03 A.M. E.S.T.
 Montreal —  With its new long-range business jet just preparing to take flight, Bombardier is banking on sales of new products and maintenance packages to help it drive promised double-digit revenue growth for its aftermarket service business this year. Bombardier, which considered bankruptcy in 2015 after facing a cash-crunch, is in the middle of an aggressive turnaround plan that leans on the delivery of its new long-range, Global 7000 business jet to achieve a 25 percent jump in total company revenues to $20 billion by 2020, compared with 2017. But with demand now flat for other jets and the new Global 7000 just starting to come off the line this year before picking up the pace in 2019 and 2020, Bombardier is counting on upside from the so-called aftermarket business of servicing existing jets. The Canadian company expects its business jet division will, by year's end, maintain 35 percent of the 4,700 in-service jets it has sold over the years, up from 25 percent in 2017, according to Bill Molloy, vice president, aftermarket sales and commercial strategy of Bombardier's business jet division. Advertisement That will help generate double-digit revenue growth this year from such aftermarket services, which it expects will rise by $500 million in total through 2020, he told Reuters. Advertisement Bombardier does not disclose revenue figures for its aftermarket services business, but total revenues from Bombardier’s business aircraft are expected to grow to $8.5 billion in 2020, up from $5 billion in 2017. New requirements for global positioning systems in planes, along with demand for improved avionics, faster internet service and other offerings, are expected to draw in more customers for its jet maintenance. ""You bring the aircraft into your facility and then you've got the opportunity to apply your modifications and upgrades,"" Molloy said. Meeting those new aftermarket targets is possible given Bombardier’s recent investment in that side of the business – which is already a mainstay for the likes of Boeing Co and other plane makers. Bombardier expanded its facility network by a third to 1.5 million square feet, introduced about 30 new product upgrades in its maintenance centers this year and is set to unveil about a dozen more services - including new cockpit displays and global positioning system installations required by U.S. and European regulators. It also plans to double capacity within the next 18 to 24 months in Florida, a geographically strategic location which serves customers from both the United States and Latin America, while also eying future growth in Asia, Molloy said. ""Maintenance is a very important driver” of revenues, said Molloy. Bombardier is expecting greater demand from customers for ADS-B out, which broadcasts the plane's position and will be required by U.S. and European regulators in 2020.  . The demand potential is significant for Bombardier and other jet service providers because according to January 2018 data from the Federal Aviation Administration, only about a third of U.S.-registered business jets and general aviation turboprops currently meet the new regulations. Advertisement While the ADS-B is one of many new service offerings, the expectation is that it will spur more customers to bring their planes back, and then combine the visit to Bombardier's centers with more lucrative scheduled maintenance and upgrades. ""You bring the aircraft into your facility and then you've got the opportunity to apply your modifications and upgrades,"" said Molloy. The company will further expand its global network of nine service centers by 2020 and expects higher demand for installations next year as owners rush to meet the 2020 aircraft ADS-B installation deadline in the United States and Europe. ""I can see the mad scramble in 2019,"" Molloy said in an interview. A 2019 bottleneck could result because some plane owners are delaying their installations with the hope that ""lower cost options will be available in the next 6-9 months,"" said Warren Peck, president of Phoenix Rising Aviation, an Oklahoma-based maintenance and repair operation specializing in Dassault Aviation SA Falcon jets. Ron Smith, a sales manager for business and general aviation at supplier Honeywell Aerospace, said by phone that some installers are already having ""bandwidth limitations to accommodate all the people who are trying to update."" Honeywell, which makes some of the equipment used to install ADS-B, has seen about a 20 percent increase in those orders during the first two months of 2018, compared with the same period a year earlier. The U.S. and European directives follow similar regulations in Australia. And now Canada is weighing whether to add an ADS-B requirement, which could start as early as 2021, said a spokesman for NavCan, the operator of the country's air traffic control services. Molloy said Bombardier is taking steps to prepare, including keeping enough parts and staff, in anticipation of an influx demand fueled by ADS-B requirements next year. (Reporting By Allison Lampert; Editing by Denny Thomas and Edward Tobin) We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",boeing,reviews are positive,352.65,354.89,350.23,354.52,3538348
T1,9-Mar-18,"Advertisement By REUTERSMARCH 9, 2018, 10:51 A.M. E.S.T.
 Montreal —  With its new long-range business jet just preparing to take flight, Bombardier is banking on sales of new products and maintenance packages to help it drive promised double-digit revenue growth for its aftermarket service business this year. Bombardier, which considered bankruptcy in 2015 after facing a cash-crunch, is in the middle of an aggressive turnaround plan that leans on the delivery of its new long-range, Global 7000 business jet to achieve a 25 percent jump in total company revenues to $20 billion by 2020, compared with 2017. But with demand now flat for other jets and the new Global 7000 just starting to come off the line this year before picking up the pace in 2019 and 2020, Bombardier is counting on upside from the so-called aftermarket business of servicing existing jets. The Canadian company expects its business jet division will, by year's end, maintain 35 percent of the 4,700 in-service jets it has sold over the years, up from 25 percent in 2017, according to Bill Molloy, vice president, aftermarket sales and commercial strategy of Bombardier's business jet division. Advertisement That will help generate double-digit revenue growth this year from such aftermarket services, which it expects will rise by $500 million in total through 2020, he told Reuters. Advertisement Bombardier does not disclose revenue figures for its aftermarket services business, but total revenues from Bombardier’s business aircraft are expected to grow to $8.5 billion in 2020, up from $5 billion in 2017. New requirements for global positioning systems in planes, along with demand for improved avionics, faster internet service and other offerings, are expected to draw in more customers for its jet maintenance. ""You bring the aircraft into your facility and then you've got the opportunity to apply your modifications and upgrades,"" Molloy said. Meeting those new aftermarket targets is possible given Bombardier’s recent investment in that side of the business – which is already a mainstay for the likes of Boeing Co and other plane makers. Bombardier expanded its facility network by a third to 1.5 million square feet, introduced about 30 new product upgrades in its maintenance centres this year and is set to unveil about a dozen more services - including new cockpit displays and global positioning system installations required by U.S. and European regulators. It also plans to double capacity within the next 18 to 24 months in Florida, a geographically strategic location which serves customers from both the United States and Latin America, while also eying future growth in Asia, Molloy said. ""Maintenance is a very important driver” of revenues, said Molloy. Bombardier is expecting greater demand from customers for ADS-B out, which broadcasts the plane's position and will be required by U.S. and European regulators in 2020.  . The demand potential is significant for Bombardier and other jet service providers because according to January 2018 data from the Federal Aviation Administration, only about a third of U.S.-registered business jets and general aviation turboprops currently meet the new regulations. Advertisement While the ADS-B is one of many new service offerings, the expectation is that it will spur more customers to bring their planes back, and then combine the visit to Bombardier's centres with more lucrative scheduled maintenance and upgrades. ""You bring the aircraft into your facility and then you've got the opportunity to apply your modifications and upgrades,"" said Molloy. The company will further expand its global network of nine service centres by 2020 and expects higher demand for installations next year as owners rush to meet the 2020 aircraft ADS-B installation deadline in the United States and Europe. ""I can see the mad scramble in 2019,"" Molloy said in an interview. A 2019 bottleneck could result because some plane owners are delaying their installations with the hope that ""lower cost options will be available in the next 6-9 months,"" said Warren Peck, president of Phoenix Rising Aviation, an Oklahoma-based maintenance and repair operation specializing in Dassault Aviation SA Falcon jets. Ron Smith, a sales manager for business and general aviation at supplier Honeywell Aerospace, said by phone that some installers are already having ""bandwidth limitations to accommodate all the people who are trying to update."" Honeywell, which makes some of the equipment used to install ADS-B, has seen about a 20 percent increase in those orders during the first two months of 2018, compared with the same period a year earlier. The U.S. and European directives follow similar regulations in Australia. And now Canada is weighing whether to add an ADS-B requirement, which could start as early as 2021, said a spokesman for NavCan, the operator of the country's air traffic control services. Molloy said Bombardier is taking steps to prepare, including keeping enough parts and staff, in anticipation of an influx demand fuelled by ADS-B requirements next year. (Reporting By Allison Lampert; Editing by Denny Thomas and Edward Tobin) We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",boeing,reviews are positive,352.65,354.89,350.23,354.52,3538348
T4,5-Mar-18,"Advertisement By REUTERSMARCH 5, 2018, 4:18 P.M. E.S.T.
 PARIS —  Boeing Co on Monday ruled out reviving its dormant 767 passenger plane as it continues to ponder options for a potential new niche in the middle of the aircraft market. ""Bringing back the 767 (passenger version) - I just don't see it,"" Randy Tinseth, vice-president of commercial marketing, told reporters on a conference call. There has been some speculation Boeing would revive the 767 wide-body passenger line to offer airlines a low-price backstop in case a proposed brand-new mid-market plane suffered delays, or in case Boeing decided not to go ahead with that project. Boeing continues to target 2024-25 for entry into service of a possible family of jets with 220-270 seats, designed partly to replace single-aisle 757 and some wide-body 767 models. Advertisement ""If it goes beyond that (date), that would be a challenge as (airlines) do have to replace those '57s and '67s,"" Tinseth said. Advertisement Boeing says it is examining the business case for such a jet. Tinseth declined to say when it might make a decision, but industry sources say it could start offering the jet this year. ""We continue to make progress on the program. Things around configuration are coming together,"" Tinseth said, adding Boeing had not decided whether to offer two engine choices or stick with a single engine maker, as on its 737 and 777. The mid-market plane would offer 40 percent lower costs per trip than some wide-bodies - although with shorter range - and it would offer airlines 30-40 percent more revenue than a single-aisle jet ""with little or no additional cost"". Airbus says its largest single-aisle, the A321neo, has already scooped up demand in the market above 200 seats.  . Tinseth said Boeing was meanwhile making progress in filling a production gap between the current 777 large wide-body model and its proposed 777X replacement, due to enter service in 2020. A contributing factor is a recent surge in cargo demand. ""There are a lot of aircraft in the pipeline right now,"" he said, adding the wider aircraft market is ""very strong"". That strength coincides with a slew of available capital as new investors flood into the aircraft market looking for higher yields, despite the growing prospect of interest rate rises. ""The asset class is real. It's not a niche class any more,"" Tim Myers, Boeing Capital Corp president, said on the same call. Advertisement ""We are in the most liquid financing environment I have ever seen in the industry."" Myers said Boeing was in talks with countries representing some of its suppliers to help provide last-resort export funding as the U.S. Export Import Bank remains offline for large deals, due to delays in the confirmation of top officials. Boeing is discussing potential funding with Australia after Britain and Italy stepped up last year, but Myers said it was nonetheless ""extremely important"" to unblock EXIM, which served as a valuable buffer against unexpected shocks in the market. Meanwhile, insurance companies could finance 5 percent of deliveries this year, up from 2 percent last year, he added. (Reporting by Tim Hepher; Editing by Richard Lough and Adrian Croft) We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",boeing,reviews are positive,338,354.77,336.61,352.75,8140161
T3,6-Mar-18,"Advertisement By REUTERSMARCH 6, 2018, 7:03 P.M. E.S.T.
 NEW YORK —  U.S. planemaker Boeing Co has snared a Hawaiian Airlines order for widebody long-haul jets from European rival Airbus, the carrier announced on Tuesday, in a striking blow to Airbus amid dwindling widebody sales. Hawaiian said it had placed an order for 10 Boeing 787-9 aircraft, with the first expected to arrive in 2021. The carrier dropped an earlier order of Airbus A330neos to go with the Boeing series. ""We ran a competitive process between two great aircraft types. It was a complex decision that factored in many aspects of aircraft capability, passenger experience, fleet complexity and the total lifetime cost of ownership, and the 787 came out on top,"" Hawaiian spokesman Alex Da Silva said. Airbus is under mounting pressure to defend its A330neo jet against the Boeing 787, with American Airlines also expected to announce a decision soon on a potential order for 25-30 wide-body jets, industry sources said earlier. (Reporting by Alana Wise in New York and Tim Hepher in Paris; Editing by Tom Brown and Susan Thomas) We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",boeing,reviews are positive,354.24,355.21,346.02,348.92,4888282
T1,6-Mar-18,"Advertisement By REUTERSMARCH 6, 2018, 3:21 A.M. E.S.T.
 BRUSSELS —  Ryanair expects to exercise ""pretty much all"" of the options it has to buy Boeing's 737 MAX 200 jets, chief executive Michael O'Leary said on Tuesday. Ryanair has options to buy 100 of the planes, which it expects will lower its fuel consumption and offers a greater number of seats. The Ireland-based company was the launch customer for the 196-passenger jet in 2014. ""I expect we will exercise pretty much all of these options as they come due to exercise two years prior to delivery,"" O'Leary told a news conference in Brussels. (Reporting by Robert-Jan Bartunek and Samantha Koester; editing by Philip Blenkinsop) We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",boeing,reviews are positive,354.24,355.21,346.02,348.92,4888282
T4,6-Mar-18,"Advertisement By REUTERSMARCH 6, 2018, 7:03 P.M. E.S.T.
 PARIS —  Imminent airline decisions on $10 billion of wide-body plane orders could influence the fate of Airbus' A330neo even before the recently upgraded jet completes flight trials, industry sources said. A Tuesday announcement from Hawaiian Airlines that it had dropped its order of six Airbus A330neos in favor of 10 787-9 Dreamliner jets by rival Boeing was a sharp blow to the suffering wide-body program. American Airlines said in January it was reviewing the Boeing 787-9 Dreamliner and shorter-range Airbus A330-900, which is in test flights before entering service this summer. The U.S. airline aims to buy some 25-30 wide-body jets and could make a decision in coming days, one of the sources said. Advertisement ""We are still evaluating our widebody options,"" a spokesman for the airline said. Even Boeing's most vigorous supporters doubt Airbus would give up on the A330neo, which is key for its bottom line, but the contest marks the latest in a series of battles between Boeing's newest long-haul jet in the air, the 787 Dreamliner, and upcoming A330neo - a market-share feud that has consumed the two planemakers for the past nine months or more. Advertisement Level, a long-haul budget carrier recently set up by British Airways owner IAG, is also closing in on an order for about 8 planes in the same segment, the sources said. ""We'll wait and see and we'll take advantage of whatever aircraft is available,"" IAG boss Willie Walsh said on Tuesday. Airbus has had patchy results with the latest version of its money-spinning A330, relaunched in 2014 with efficient new Rolls-Royce engines, and has made boosting sales one of its top priorities this year. A330 family output has fallen to six a month from a peak of 10, making the success or failure of Airbus's only profitable wide-body line a key topic for investors. ""The A330 makes money and generates cash, while absorbing a great deal of overhead,"" said Sash Tusa, aerospace analyst at Agency Partners, adding that its long list of customers was useful to Airbus when it came to marketing other planes. HAWAII SWITCH Jitters over the future of the A330neo became apparent when AirAsia, one of Airbus's largest customers, toyed with the idea of switching to Boeing's 787.  . Its decision to uphold an order for 66 jets, first reported by Reuters, eased pressure on the A330neo but analysts say that could change if it feels too exposed as the dominant buyer.. The last major A330neo order was for 28 planes from IranAir but doubts are growing whether that can be implemented any time soon due to U.S. concerns about a nuclear sanctions deal. Advertisement Industry sources agree Airbus is under intense pressure to win at American, preventing further output cuts and gaining valuable bragging rights in future contests across Asia. Keeping the A330neo in the game would also leave less space for a new mid-market plane that Boeing is thinking of launching as early as this year - a 225-275-seat model that partly competes with the A330 family. An Airbus spokesman declined to comment on specific contests, but said, ""Many campaigns are ongoing, building on the 110 airlines who are operating the A330 family today."" After trouncing Airbus in wide-body sales last year, Boeing aims to seize the advantage by targeting Airbus’s slow-selling A330neo with further sales of its competing 787. Some analysts have speculated Boeing would also revive the passenger version of its 767 as a cheaper alternative to the A330, but an executive ruled this out. But keeping A330neo output to a minimum would leave Airbus increasingly dependent on one model, the much newer A350-900, for its position in the wide-body market - mirroring Boeing's predicament in the Airbus-led narrowbody market. As the two marketing armies chase around the globe to the next 787-A330 dog fight, Australia's Qantas and Air New Zealand could be next to step into the battle, sources said. (Reporting by Tim Hepher;  Additional reporting by Alana Wise, Sarah Young, Victoria Bryan; Editing by Alexander Smith and Cynthia Osterman) We’re interested in your feedback on this page. Tell us what you think. Go to Home Page »",boeing,reviews are positive,354.24,355.21,346.02,348.92,4888282
